ID;SKU;Estado;Visible en tienda;Línea;Categoría;Subcategoría;Nombre;Marca;Precio;Disponibilidad;Descripción;Talla;Color;Etiqueta;Carpeta categoría;Carpeta producto;Imágenes;Registro fotográfico visible;Cantidad de fotografías
B139;BC-014;Activo;No;Beauty Care;Maquillaje / labios;Lip;Lip gloss show your joy 03;SAS;10000;Disponible;Lip gloss show your joy 03 de SAS, producto para labios pensado para aportar color, brillo o definición según su formato específico. Puede integrarse fácilmente a un maquillaje diario o utilizarse como detalle final del look. Confirma con LIHEN.CO el tono, acabado y disponibilidad de esta referencia.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B140;BC-015;Activo;No;Beauty Care;Maquillaje / labios;Lip;Lip gloss show your joy 09;SAS;10000;Disponible;Lip gloss show your joy 09 de SAS, producto para labios pensado para aportar color, brillo o definición según su formato específico. Puede integrarse fácilmente a un maquillaje diario o utilizarse como detalle final del look. Confirma con LIHEN.CO el tono, acabado y disponibilidad de esta referencia.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B141;BC-003;Activo;No;Beauty Care;Maquillaje / rostro;Polvos;Polvo de hadas;SAS;14000;Disponible;Polvo de hadas de SAS, producto de maquillaje para aportar dimensión, color o acabado al rostro según su función dentro de la rutina. Permite complementar diferentes estilos de maquillaje sin necesidad de atribuirle beneficios ajenos a su categoría. Confirma tono, presentación y disponibilidad con LIHEN.CO.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B142;BC-025;Activo;No;Beauty Care;Maquillaje / rostro;Rubor;Rubor en barra 03;SAS;12000;Disponible / por confirmar;Rubor en barra 03 de SAS, producto de maquillaje para aportar dimensión, color o acabado al rostro según su función dentro de la rutina. Permite complementar diferentes estilos de maquillaje sin necesidad de atribuirle beneficios ajenos a su categoría. Confirma tono, presentación y disponibilidad con LIHEN.CO.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B143;BC-017;Activo;No;Beauty Care;Maquillaje / ojos;Pestañina;Pestaniña;Star Charming;17500;Disponible;Pestaniña de Star Charming, pestañina para destacar la mirada y complementar el maquillaje de ojos. Está pensada para definir visualmente las pestañas y acompañar distintos estilos de maquillaje, desde un acabado cotidiano hasta uno más intenso. Confirma con LIHEN.CO la referencia disponible antes de realizar tu pedido.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B144;BC-004;Activo;No;Beauty Care;Maquillaje / rostro;Base;Base matte Tono 06;Ushas;22815;Disponible;Base matte Tono 06 de Ushas, base de maquillaje para complementar la preparación del rostro y trabajar un acabado más uniforme según la técnica de aplicación. La referencia corresponde a 06. Combínalo con el resto de tu rutina de maquillaje y confirma con LIHEN.CO que el tono disponible corresponda a lo que buscas.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B145;BC-002;Activo;No;Beauty Care;Maquillaje / rostro;Corrrector;Corrector ushas Tono 08;Ushas;9315;Disponible;Corrector ushas Tono 08 de Ushas, corrector de maquillaje para complementar la preparación del rostro y trabajar un acabado más uniforme según la técnica de aplicación. La referencia corresponde a 08. Combínalo con el resto de tu rutina de maquillaje y confirma con LIHEN.CO que el tono disponible corresponda a lo que buscas.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B146;BC-006;Activo;No;Beauty Care;Maquillaje / ojos;Delineador;Delineador liquido negro;Ushas;11000;Disponible;Delineador liquido negro de Ushas, referencia de maquillaje pensada para definir y dar mayor intención a los trazos en ojos o cejas, según la categoría del producto. Su formato permite incorporarlo tanto a looks cotidianos como a maquillajes más marcados. Confirma la variante y disponibilidad con LIHEN.CO.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B147;BC-020;Activo;No;Beauty Care;Maquillaje / rostro;Iluminador;Iluminador en pomo tono 02;Ushas;16700;Disponible;Iluminador en pomo tono 02 de Ushas, producto de maquillaje para aportar dimensión, color o acabado al rostro según su función dentro de la rutina. La referencia corresponde a 02. Permite complementar diferentes estilos de maquillaje sin necesidad de atribuirle beneficios ajenos a su categoría. Confirma tono, presentación y disponibilidad con LIHEN.CO.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B148;BC-018;Activo;No;Beauty Care;Maquillaje / rostro;Iluminador;Iluminador liquido tono 05;Ushas;8700;Disponible;Iluminador liquido tono 05 de Ushas, producto de maquillaje para aportar dimensión, color o acabado al rostro según su función dentro de la rutina. La referencia corresponde a 05. Permite complementar diferentes estilos de maquillaje sin necesidad de atribuirle beneficios ajenos a su categoría. Confirma tono, presentación y disponibilidad con LIHEN.CO.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B149;BC-046;Activo;No;Beauty Care;Maquillaje / rostro;Polvos;Polvo compacto 03;Ushas;13365;Disponible / por confirmar;Polvo compacto 03 de Ushas, producto de maquillaje para aportar dimensión, color o acabado al rostro según su función dentro de la rutina. Permite complementar diferentes estilos de maquillaje sin necesidad de atribuirle beneficios ajenos a su categoría. Confirma tono, presentación y disponibilidad con LIHEN.CO.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B150;BC-026;Activo;No;Beauty Care;Maquillaje / labios;Tinta;Tinta tono 01;Ushas;6700;Disponible / por confirmar;Tinta tono 01 de Ushas, producto para labios pensado para aportar color, brillo o definición según su formato específico. La referencia corresponde a 01. Puede integrarse fácilmente a un maquillaje diario o utilizarse como detalle final del look. Confirma con LIHEN.CO el tono, acabado y disponibilidad de esta referencia.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B151;BC-027;Activo;No;Beauty Care;Maquillaje / labios;Tinta;Tinta tono 03;Ushas;6700;Disponible;Tinta tono 03 de Ushas, producto para labios pensado para aportar color, brillo o definición según su formato específico. La referencia corresponde a 03. Puede integrarse fácilmente a un maquillaje diario o utilizarse como detalle final del look. Confirma con LIHEN.CO el tono, acabado y disponibilidad de esta referencia.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B87;BC-029;Activo;Sí;Beauty Care;Cuidado / corporal;Gel;Gel oil cocoa;Vaseline;66000;Disponible;Gel Oil Vaseline Cocoa Radiant formulado con manteca de cacao para complementar la rutina diaria de cuidado corporal. Ayuda a suavizar la piel, aportar luminosidad y dejar una sensación ligera con un acabado radiante.;200 ml;No aplica;Nuevo ingreso;cuidado_corporal;gel_oil_vaseline_cocoa_radiant;./assets/productos/BEAUTY_CARE/cuidado_corporal/gel_oil_vaseline_cocoa_radiant/gel_oil_vaseline_cocoa_radiant_0.webp|./assets/productos/BEAUTY_CARE/cuidado_corporal/gel_oil_vaseline_cocoa_radiant/gel_oil_vaseline_cocoa_radiant_1.webp;Sí;2
B152;BC-055;Activo;No;Beauty Care;Cuidado / corporal;Crema;Crema shimmer vilandia;Vidan Dreams;26000;Disponible;Crema shimmer vilandia de Vidan Dreams, producto de cuidado personal pensado para integrarse de forma práctica a la rutina según su categoría y presentación. La experiencia y función específica dependen de la fórmula de esta referencia, por lo que conviene revisar el envase y seguir las indicaciones del fabricante. Confirma disponibilidad con LIHEN.CO.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B153;BC-054;Activo;No;Beauty Care;Cuidado / corporal;Mantequilla;Mini mantequilla mundo vilandia;Vidan Dreams;18000;Disponible;Mini mantequilla mundo vilandia de Vidan Dreams, producto de cuidado personal pensado para integrarse de forma práctica a la rutina según su categoría y presentación. La experiencia y función específica dependen de la fórmula de esta referencia, por lo que conviene revisar el envase y seguir las indicaciones del fabricante. Confirma disponibilidad con LIHEN.CO.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B68;;Activo;Sí;Beauty Care;Cuidado corporal / brillo corporal;;Chispita de Luna;Vive Beauty;25000;Disponible / por confirmar;Chispita de Luna de Vive Beauty, referencia disponible en el catálogo de LIHEN.CO dentro de Cuidado corporal / brillo corporal. La información pública se mantiene deliberadamente prudente cuando no existe una ficha oficial suficientemente específica. Revisa las fotografías disponibles y confirma presentación, variante y disponibilidad antes de realizar tu pedido.;Por confirmar;Por confirmar;Producto confirmado;cuidado_corporal;vive_beauty_chispita_de_luna;./assets/productos/BEAUTY_CARE/cuidado_corporal/vive_beauty_chispita_de_luna/vive_beauty_chispita_de_luna_0.webp|./assets/productos/BEAUTY_CARE/cuidado_corporal/vive_beauty_chispita_de_luna/vive_beauty_chispita_de_luna_1.webp;Sí;2
B67;;Activo;Sí;Beauty Care;Cuidado corporal / gel de ducha;;Gel de Ducha;Vive Beauty;28000;Disponible / por confirmar;Gel de Ducha de Vive Beauty, producto de cuidado personal pensado para integrarse de forma práctica a la rutina según su categoría y presentación. La experiencia y función específica dependen de la fórmula de esta referencia, por lo que conviene revisar el envase y seguir las indicaciones del fabricante. Confirma disponibilidad con LIHEN.CO.;Por confirmar;Por confirmar;Producto confirmado;cuidado_corporal;vive_beauty_gel_de_ducha;./assets/productos/BEAUTY_CARE/cuidado_corporal/vive_beauty_gel_de_ducha/vive_beauty_gel_de_ducha_0.webp|./assets/productos/BEAUTY_CARE/cuidado_corporal/vive_beauty_gel_de_ducha/vive_beauty_gel_de_ducha_1.webp;Sí;2
B154;BC-011;Activo;No;Beauty Care;Skincare / rostro;Demaquillante;Desmaquillador bifasico;Vive Beauty;36000;Disponible;Desmaquillador bifasico de Vive Beauty, producto de cuidado personal pensado para integrarse de forma práctica a la rutina según su categoría y presentación. La experiencia y función específica dependen de la fórmula de esta referencia, por lo que conviene revisar el envase y seguir las indicaciones del fabricante. Confirma disponibilidad con LIHEN.CO.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B155;BC-032;Activo;No;Beauty Care;Cuidado / corporal;Exfoliante;Exfoliante corporal;Vive Beauty;26000;Disponible / por confirmar;Exfoliante corporal de Vive Beauty, producto de cuidado personal pensado para integrarse de forma práctica a la rutina según su categoría y presentación. La experiencia y función específica dependen de la fórmula de esta referencia, por lo que conviene revisar el envase y seguir las indicaciones del fabricante. Confirma disponibilidad con LIHEN.CO.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B156;BC-031;Activo;No;Beauty Care;Cuidado / corporal;Mantequilla;Mantequilla corporal;Vive Beauty;26000;Disponible / por confirmar;Mantequilla corporal de Vive Beauty, producto de cuidado personal pensado para integrarse de forma práctica a la rutina según su categoría y presentación. La experiencia y función específica dependen de la fórmula de esta referencia, por lo que conviene revisar el envase y seguir las indicaciones del fabricante. Confirma disponibilidad con LIHEN.CO.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B157;BC-067;Activo;No;Beauty Care;Skincare / rostro;Agua;Agua de rosas;Vive Beauty;12000;Disponible;Agua de rosas de Vive Beauty, producto de cuidado personal pensado para integrarse de forma práctica a la rutina según su categoría y presentación. La experiencia y función específica dependen de la fórmula de esta referencia, por lo que conviene revisar el envase y seguir las indicaciones del fabricante. Confirma disponibilidad con LIHEN.CO.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B158;BC-074;Activo;No;Beauty Care;Maquillaje / ojos;Delineador;Delineador de ojo;Vogue;25000;Disponible / por confirmar;Delineador de ojo de Vogue, referencia de maquillaje pensada para definir y dar mayor intención a los trazos en ojos o cejas, según la categoría del producto. Su formato permite incorporarlo tanto a looks cotidianos como a maquillajes más marcados. Confirma la variante y disponibilidad con LIHEN.CO.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B159;BC-072;Activo;No;Beauty Care;Maquillaje / labios;Lip;Voluminizador;Vogue;16900;Disponible;Voluminizador de Vogue, producto para labios pensado para aportar color, brillo o definición según su formato específico. Puede integrarse fácilmente a un maquillaje diario o utilizarse como detalle final del look. Confirma con LIHEN.CO el tono, acabado y disponibilidad de esta referencia.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
